,Unnamed: 0,text_id,text,task_1,task_2,task_3,label
651,651,hasoc_en_652,#fucktrump and fuck all his racist supporters too!! https://t.co/XwtycvxMIT,HOF,PRFN,TIN,1
3420,3420,hasoc_en_3421,#NormPattis is a scumbag attorney.  A mother of 5 is murdered and you act like a pompous arrogant prick. Good job douche your mother must be so proud of u. #fotisdulos GUILTY #DEATHPENALTY #MURDERER,HOF,OFFN,TIN,1
5076,5076,hasoc_en_5077,Am I the only one who is beginning to think that the completely unacceptable 'no show' on anything from Boris Johnson is beginning to look a little odd. Even 'fishy'.  He has to come out and face people   now.  #BrexitShambles #brexitdisgeace #BorisJohnsonShouldNotBePM,HOF,OFFN,TIN,1
1445,1445,hasoc_en_1446,"Absolutely take it, Worst cricket world cup ever And even worse World Cup venues .   #ShameOnICC #CricketWorldCup https://t.co/opN02gXYop https://t.co/gdhlNWdo1P",NOT,NONE,NONE,2
4979,4979,hasoc_en_4980,Dumbass in Chief at it again with his dumbassery! #FuckTrump https://t.co/AGxT0pnv0z,HOF,PRFN,TIN,1
3352,3352,hasoc_en_3353,#ShameOnICC You should be ashamed on yourself for ruining the WC 2019. You certainly a biggest dumb in the world for selecting wrong venue to WC 2019 @ICC Shame on you jerk....  #ICCruinedWC2019,HOF,HATE,TIN,0
3809,3809,hasoc_en_3810,"#DhoniKeepsTheGlove ,Indian Senior Cricketer r taking everything for granted.  They should respect the LAWS of the Game.  Remove ur gloves.",NOT,NONE,NONE,2
3805,3805,hasoc_en_3806,"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",NOT,NONE,NONE,2
3135,3135,hasoc_en_3136,@thehill @realDonaldTrump already said 'clearly' he would  #TrumpIsATraitor,HOF,HATE,TIN,0
313,313,hasoc_en_314,@realDonaldTrump TRAITOR  #TrumpIsATraitor https://t.co/Ip9XqS0U3c,HOF,OFFN,TIN,1
2917,2917,hasoc_en_2918,"Dear PM,\n\nWe voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.Dear PM,We voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.",HOF,HATE,TIN,0
1991,1991,hasoc_en_1992,A single doctoes life costs a thousand of patients life. Stand with them to build a healthy society. Say no to mamta less banerjee.  #SaveBengalFromTMC   #Savethedoctors   #SaveTheSaviours   #standwithNRS   #DoctorsFightBack   #DoctorStrike   #DoctorsUnderOppression,NOT,NONE,NONE,2
2375,2375,hasoc_en_2376,#TraitorTrump Unleashes AM #Tweet As World Crumbles Around Him #TrumpIsATraitor #VoteBlue2020  https://t.co/Q8xLlWlkJF,NOT,NONE,NONE,2
3576,3576,hasoc_en_3577,@GOP @realDonaldTrump We wouldn't have to give bailouts to farmers if it wasn't for trump's tariffs. #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45,HOF,OFFN,TIN,1
4566,4566,hasoc_en_4567,@RepAdamSchiff @RepAdamSchiff   A career politican quoting ethics.  Now that is funny.  #ScumBag #douchebag #smalldicksyndrome,HOF,HATE,TIN,0
1436,1436,hasoc_en_1437,@kathygriffin She done texted me for real y’all!!  Love you Kathy!  You are so funny and so smart. I’m honored that you texted me! #fucktrump https://t.co/nQGwXYieVF,NOT,NONE,NONE,2
5409,5409,hasoc_en_5410,"@funder I wonder if his cult/followers are going to watch it since it's not on their only news station,  fox. #TrumpIsATraitor #TrumpRussia #TrumpsAnInternationalDisgrace",HOF,HATE,TIN,0
5359,5359,hasoc_en_5360,Okay so everyone is ignoring the fact that YNW melly is only 20 years old and killed TWO people???? #MURDERER,HOF,OFFN,TIN,1
965,965,hasoc_en_966,@TheRealOJ32 I am so happy to have this opportunity to tell you what a mephitic shitrendous soulless ball sac you are.  #MURDERER,HOF,PRFN,TIN,1
1508,1508,hasoc_en_1509,"This clown 😂😂 ⬇    He's got nothing, he's so full of shit!    #FuckTrump https://t.co/nFZSD2UGSB",HOF,OFFN,TIN,1
3947,3947,hasoc_en_3948,@realDonaldTrump And you #TrumpLiesEveryTimeHeSpeaks #TrumpsAnInternationalDisgrace #TrumpIsANationalSecurityThreat #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsNotAboveTheLaw,HOF,HATE,TIN,0
5777,5777,hasoc_en_5778,@ICC @UberEats This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19 😡😡   #ShameOnICC 😡😡,HOF,PRFN,TIN,1
5220,5220,hasoc_en_5221,"@realDonaldTrump https://t.co/NxLoLUO6F9  How Dare You?? #zerotolerance #tRump send him to #Mars2020   Take your asses back to Europe, #murderers!! You are the #IllegalImmigrants. You are the #rapist, #thug, the #criminal!! #ImpeachmentNOW this is not your land!! #GetOut!!",HOF,HATE,TIN,0
3299,3299,hasoc_en_3300,Carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye #dickhead https://t.co/jEvDnLR6wt,NOT,NONE,NONE,2
96,96,hasoc_en_97,"Boris Johnson will lie about anything if it gives him an advantage. In the local elections he was forced to delete a tweet claiming to have just voted...BUT, there were no elections in his area! This Trump-like compulsive liar just can't stop himself... #BorisJohnsonShouldNotBePM https://t.co/Gpm4d9k8oR",NOT,NONE,NONE,2
5478,5478,hasoc_en_5479,There is no doubt that the Russians would be thrilled to see Boris Johnson succeed. They would have disrupters in both the White House and Number 10. #ToryLeadershipCandidates #Trump #BorisJohnsonShouldNotBePM,HOF,HATE,TIN,0
4315,4315,hasoc_en_4316,@realDonaldTrump You’re a #nationaldisgrace for what you are doing to America. #rapist #sexualpredator #toostupidtobepresident #dementedDonald,HOF,PRFN,TIN,1
2540,2540,hasoc_en_2541,2020 can't come fast enough.    #TrumpIsATraitor https://t.co/aZta1T7OYM,NOT,NONE,NONE,2
3444,3444,hasoc_en_3445,@Kats_GA @essenviews Yep. Same here! I thought I was pretty savvy. I joined twitter cuz I knew #TrumpIsATraitor then I realized the whole GOP are nothing but scum. That was the real game changer for me. #FuckTrump and #FuckTheGOP,HOF,PRFN,TIN,1
820,820,hasoc_en_821,@ArunSFan @RahulGandhi Moron.. Wen u will talk about India.. And not restrict u r self to a party.. Think beyond party.. Think beyond congress.. Think for poor people. Think for.. Developing India.. U #@#@#.. #congressmuktbharat,HOF,PRFN,TIN,1
5321,5321,hasoc_en_5322,Man alive?!?! the man knows no bounds... #BorisJohnsonShouldNotBePM  #BorisJohnson you are a disgrace https://t.co/gSwnBaSEIc,NOT,NONE,NONE,2
660,660,hasoc_en_661,@LeftwardSwing We have our favorites. That said.....  #VoteBlueToSaveAmerica   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #VoteBlue #ResistanceUnited,NOT,NONE,NONE,2
1442,1442,hasoc_en_1443,"#ShameOnBCCI to prioritize IPL over World cup.   World cup should've been organised 2 months ago when it wasn't raining, and thought of IPL later.   This proves - Paisa is always over the game!!   #ShameOnICC",NOT,NONE,NONE,2
3163,3163,hasoc_en_3164,@cowboytexas @MedicVet68 Projection.  #TrumpIsATraitor https://t.co/fbSmF4YIhZ,NOT,NONE,NONE,2
3322,3322,hasoc_en_3323,"Save 53% on boAt Rockerz 255 Sports Bluetooth Wireless Earphone. Click here 👇to buy now for just ₹1,399 on #amazonIN , DM us the purchase screenshot &amp; get additional cashback of ₹50 exclusively from @BrochureLive     #IndiaWithDhoni #DhoniKeSaathDesh #WWESSD #DhoniKeepsTheGlove",NOT,NONE,NONE,2
5325,5325,hasoc_en_5326,"Don't worry, he's just a harmless bumbling clown.  #BorisJohnson #boris #ToryLeadershipContest #brexit #tradewar #BorisJohnsonShouldNotBePM #NotMyPM #toryracism #tories #Conservatives #ConservativeLeadershipRace https://t.co/34G2PAph9L",HOF,OFFN,TIN,1
2734,2734,hasoc_en_2735,"Indian Fans Angry On ICC After Another World Cup Washout, Even Amitabh Bachchan Joined Them  #ShameOnICC #ICC #worldcup2019 https://t.co/VkLs8PssYD via @metrosaga",HOF,HATE,TIN,0
5716,5716,hasoc_en_5717,@tradeinmylife4U @Michele25241176 @TheRealTank @Tyrese @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,HOF,OFFN,TIN,1
769,769,hasoc_en_770,@KP24 1.There is no proper facility of Gym in Hotel for Team India.  2. Players force to Traveling by bus instead of Train.  3. Not proper Security for Team India.    @ICC @BCCI     #ShameOnICC,NOT,NONE,NONE,2
4880,4880,hasoc_en_4881,Dear @ICC Focus on umpiring skills rather than @msdhoni gloves @BCCI #supportdhoni #MSD #DhoniKeepsTheGlove https://t.co/Y2H6BdJla7,HOF,HATE,TIN,0
2683,2683,hasoc_en_2684,Everyone have rights &amp; Moral Duty to Show Respect For his Country's #army &amp; #Forces .   @ICC   For #Dhoni Nation #First  So  Today All of India Says #DhoniKeepsTheGlove   #BalidaanBadge  #DhoniKeSaathDesh   @msdhoni   @BCCI   #WorldCup2019 #INDvAUS #AUSvIND   #ICCWorldCup2019 https://t.co/CE6QmqRTTG,NOT,NONE,NONE,2
2418,2418,hasoc_en_2419,So they're using Boris Johnson's comments to keep Nazanin Zaghari Ratcliffe imprisoned & he refuses to take any responsibility for his actions?\n\nAnd you think this twat is fit to be PM?\n\nFuck off!\n\n#GMB,HOF,PRFN,TIN,1
4505,4505,hasoc_en_4506,@Forever_Carrie @carrieunderwood He is very immature and lacks character. A good man would know how to treat a lady and move on without drama. #Cad #Douchebag #Tool,HOF,PRFN,TIN,1
5563,5563,hasoc_en_5564,"Fact of the day, did you know that immigrants from Central America are Americans? Even the ones that the Trump administration puts in cages and kidnaps their children. They are Americans. #AmericanImmigrants #TrumpIsATraitor #BeGoneBigots https://t.co/hTBwcU4ZtN",HOF,HATE,TIN,0
5438,5438,hasoc_en_5439,Rules &amp; Gloves 2 of 2  ..or may be a dance ritual by Some team for their God?    Till these are made clear people will keep thinking rules are partisan #ICC #DhoniKeepsTheGlove,HOF,HATE,TIN,0
4554,4554,hasoc_en_4555,"@realDonaldTrump We all heard tRump say it on television.     #IdTakeIt     So, he didn’t collude but given the chance to collude, he would. On the question posed to him about accepting forign intelligence on an opponent.     “I’d take it.” - Donald J. Trump     @GOP     @realDonaldTrump     #IdiotTrump https://t.co/hGNmD2RVxy",HOF,HATE,TIN,0
2749,2749,hasoc_en_2750,Now we can confirm the true crisis at the border now that Canada has won the @NBA finals? #FuckTrump #RaptorsInSix,HOF,PRFN,TIN,1
2626,2626,hasoc_en_2627,@realDonaldTrump Donnie.....you’re just saying that because he was mean to you! He let the Baby Trump blimp fly! He let thousands of protesters line the streets of London!!  YOU....Donnie are the disgrace!!  #TrumpIsADisgrace #TrumpIsACriminal #TrumpIsATraitor,HOF,HATE,TIN,0
5275,5275,hasoc_en_5276,@CapanoStina @ChuckKeller14 @cherylnakhle @seanbnbad @lazcarr1342 @Thedude67111 @GonzoBaggins @rubendelavega11 @SingleSpeedGo @mason4922 @melindm2 @sav_ker @ghiamia73 @rangespyder @6rateful @PatriciaKellogg @keanothedog @JerryJNobleJr1 @myWitsEnnd @AmyHamnerWalker @HoodlumRIP @iamclouds5 @Jean_Lacroix61 @a_riggs6 @RealTwitish @AnyaDobson @GrahamOtago @iambadal @transientnumber @EveScottGarner @rusty_hodge @elainewv99 @di_lynne @Ellen4Democracy @Justmex15 @Rosemarie4311 @BDubs121 @Scootrbum @ragincajun592 @fishgal33 @mom4boca @DaveKirk123 @chasalpha @mrusche_2go @GrantFurlotte @BaileytooName @scotttheskeptic @CJ_isnowblue @Kathys03599042 @meltedpotmama I’m so pissed off at these fascist #MAGAts. Immigrants from Central America are Americans. Traitor Trump serves the interest of hostile foreign governments and puts those Americans who seek US citizenship in cages. #AmericanImmigrants #TrumpIsATraitor #BeGoneBigots https://t.co/P4LNAJgFJg,HOF,HATE,TIN,0
4777,4777,hasoc_en_4778,@askjillian F that MF 😠 #Murderer,HOF,PRFN,UNT,1
4286,4286,hasoc_en_4287,@SteveDaines @realDonaldTrump #JohnMcCainDay everyone.  #MelaniaTisanoldPlasticProstitute   #MelaniaTisnoObutisanoldHo #FlagDay   #JohnMcCainDayJune14   #TrumpIsATraitor #TrumpIsAFraud #MelaniaHo    #TrumpTantrum #DerangedDonald   #DerangedDonnie #25thamendment   #FBRParty     #Melania t?  I guess no one cares do you? https://t.co/dZtEMoUFft,HOF,HATE,TIN,0
1944,1944,hasoc_en_1945,@GOP @realDonaldTrump Great job murdering 24 immigrants so far.. #MurdererInChief #FuckTrump #ResignTrump https://t.co/yzMs54s7K0,NOT,NONE,NONE,2
4003,4003,hasoc_en_4004,India's pride can't be diminished by a pack of British Morons @ICC  Show your support for @msdhoni  Change your dp..    @M_Lekhi awesome move!    #IndiaWithDhoni  #BalidanBadge  #DhoniKeepsTheGlove https://t.co/qC2sGhnISm,HOF,PRFN,UNT,1
5421,5421,hasoc_en_5422,@realDonaldTrump @foxandfriends @FoxNews Will not watch. Didn’t watch. #BoycottFoxNews #TrumpLiesEveryTimeHeSpeaks #TrumpResignNow #TrumpIsADisgrace #TrumpIsATraitor #TrumpIsNotExonerated #TrumpIsNotAboveTheLaw,HOF,HATE,TIN,0
4074,4074,hasoc_en_4075,"@DungeonDining You've been a #douchebag all day, I'll be taking great pleasure in muting your ass.",HOF,PRFN,TIN,1
4279,4279,hasoc_en_4280,"Happy Birthday Cadet Bone Spur, I hope you choke on your cake.  Signed all of CANADA #JohnMcCainDay #TraitorTrump #ProudCanadian #ImpeachTrumpNow #fuckTrump https://t.co/6G5KXZtEyo",HOF,PRFN,TIN,1
3835,3835,hasoc_en_3836,@AndrewWilliamP7 @Feroxbill1 @Harry76050237 Oh a bit of a smart ar*e Andrew... if I were you I’d check who started the thread &amp; who jumped on to it...that way you won’t make as big an ar*ehole of yourself as you normally do!!!  Save you looking...I started this thread!!!  #DickHead,HOF,PRFN,TIN,1
4636,4636,hasoc_en_4637,"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen https://t.co/3npO02y4Cb",HOF,HATE,TIN,0
3070,3070,hasoc_en_3071,@chilkoti2 @maryashakil @hd_kumaraswamy @OfficeOfKNath Lookin more like a sit down lunch in the home of a nuclear family!    #congressmuktbharat,HOF,HATE,TIN,0
4954,4954,hasoc_en_4955,Bend over Boris!! Be careful what you wish for.. #fuckbrexit #fuckthetories #fuckboris #borisjohnson #BorisJohnsonShouldNotBePM #warriorsofthedystotheque ✌🏻💚 https://t.co/j01y6IBIoK,HOF,HATE,TIN,0
2812,2812,hasoc_en_2813,@cdnfp @SecPompeo @StateDept @realDonaldTrump Prince of Walls??  #TrumpIsATraitor #NervousDonald,HOF,HATE,TIN,0
4996,4996,hasoc_en_4997,#DhoniKeepsTheGlove  #IndiaStandsWithDhoni   If needed INDIANS are ready to #BoycottWorldCup  for respect @ICC @BCCI @WorldCup_Score @cricketworldcup   #IndiaWithDhoni   @msdhoni @imVkohli @GautamGambhir @ImRo45,HOF,HATE,TIN,0
3705,3705,hasoc_en_3706,@ICC #DhoniKeepsTheGlove     sir Ms dhoni carrion play the same gloves you not break any #icc rules We all Indian support you #DhoniKeSaathDesh,NOT,NONE,NONE,2
4058,4058,hasoc_en_4059,"#chiefkeef #babymomma is a #predator and, #rapist #periodt @ Chicago, Illinois https://t.co/HxgSteEOVB",HOF,HATE,TIN,0
1714,1714,hasoc_en_1715,"#LoserTrump is firing his own pollsters, which show him running behind across the board. That, while he invites foreign powers to interfere with the #2020Election.  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople  #TrumpIsANationalSecurityThreat    https://t.co/V6yvi9quHt",HOF,OFFN,TIN,1
5676,5676,hasoc_en_5677,"Notice how he still uses the same words and phrases today when he's clueless, lying and grifting? 😏🤔#TrumpIsAMoron #TrumpIsATraitor #TrumpResign https://t.co/aEviyG2FAL",HOF,HATE,TIN,0
1983,1983,hasoc_en_1984,"@BorisJohnson Yeah like that'll really do it, not. What are you on? #BorisJohnsonShouldNotBePM",NOT,NONE,NONE,2
3963,3963,hasoc_en_3964,We should ALL fight back against donnie dump's unconstitutional question on the new census that asks if you are a citizen! Check off □not a citizen!! #fucktrump,HOF,HATE,TIN,0
2729,2729,hasoc_en_2730,@DavidWohl You fool .  Blocked! #TrumpIsATraitor #ImpeachTrumpNow https://t.co/EZx926HFtV,HOF,HATE,TIN,0
2774,2774,hasoc_en_2775,#ShameOnICC World design Changed.. https://t.co/HUUC7zL6rK,HOF,HATE,TIN,0
3964,3964,hasoc_en_3965,#democracy &amp; #freedom should never be taken for granted    They're not free    DEMOCRACY &amp; FREEDOM ARE PRICELESS &amp; REQUIRE PROTECTION    #Trump #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #GOPCoverUp #TrumpCrimeSyndicate #resisters #ResistersForum #FBRParty #BlueWave #ResistanceUnited https://t.co/HWS4mH5wvk,HOF,HATE,TIN,0
20,20,hasoc_en_21,@KBMteam @iowaspeedway @HBurtonRacing @rileyherbst @ToddGilliland_ @CSmithDrive @rileyherbst is gonna crash. #Douchebag,NOT,NONE,NONE,2
5804,5804,hasoc_en_5805,@StopFakeCases @MumbaiPolice @CPMumbaiPolice Cannot disclose until the fake case she filed is quashed. AS long as it's on..  she's a 'Victim'.    And karan roams with hashtag of #rapist until proven innocent.  And even after.. people will still associate him with it.. so UNFAIR. #Mentoo,HOF,HATE,UNT,0
4632,4632,hasoc_en_4633,@Priyadoc22 @drharshvardhan #Nonbailable_Offence_12yrsJAIL            Nothing less than this    #DoctorsFightBack   #StopViolenceAgainstDoctors,HOF,HATE,TIN,0
4502,4502,hasoc_en_4503,@INCMumbai Tumari sarkar me jaise sab perfect tha? We can see who is blaming more here ! #CongressDoYourJob #CongressMuktBharat #GoToHell 🙏,HOF,HATE,TIN,0
2847,2847,hasoc_en_2848,"We got the approval from the doctor, so our Wembley concert with Jungkookie is a go! He announced, making everyone, even Jimin, gasp. \n\nHe was allowed to go?! Taehyung exclaimed, jumping up and down.\n\nMhm. Yoongi nods. He\'s coming with us.\n\nFUCK YES. Namjoon yelled",HOF,HATE,TIN,0
4831,4831,hasoc_en_4832,@itsJeffTiedrich @realDonaldTrump PRESIDENTIAL HARASSMENT:   @realDonaldTrump asking @BarackObama for his birth certificate for YEARS !!! while hiding his own #taxreturns     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh,HOF,OFFN,TIN,1
425,425,hasoc_en_426,Fact One  @RoryStewartUK and #BorisJohnson attend Eton and Oxford  #RoryStewart becomes Foreign office Diplomat awarded OBE for services in Afghanistan  #BorisJohnson becomes Times Newspaper Columnist sacked for deception  #roryforleader #BorisJohnsonShouldNotBePM,HOF,HATE,TIN,0
5677,5677,hasoc_en_5678,Wow! Just wow! #TrumpIsATraitor https://t.co/bH5gSvapYx,HOF,HATE,TIN,0
1069,1069,hasoc_en_1070,"Doctors are resigning, Its more than 500 Now ...  People are dying without proper treatment !! (Only the Poor)   Ruling govt. Is threatening ,doing whatever they want.  Central government is silent, bcz vote is over  #SaveBengal #DoctorsFightBack",NOT,NONE,NONE,2
4605,4605,hasoc_en_4606,@GovHowardDean #JackieO was an American treasure who inspired millions of Americans and made us proud. Melania is a Russian whore. #Putin's left over.   #TrumpIsATraitor  #JohnMcCainDayJune14  @FLOTUS https://t.co/HxTEMF4Xx8,HOF,HATE,TIN,0
3073,3073,hasoc_en_3074,What a load of bull shit #BorisJohnsonShouldNotBePM https://t.co/1L41QukVIC,HOF,PRFN,UNT,1
1861,1861,hasoc_en_1862,#MamataLosingControl #mamtafrustrated #DoctorsFightBack   @narendramodi sir kindly impose #PresidentsRule over #WestBengal to #SaveBengal https://t.co/4FGGI2ldXg,NOT,NONE,NONE,2
1617,1617,hasoc_en_1618,@toughgal66 @MrsRabbitResist I am following you now- hoping to catch you swearing- lol-I swear a lot also #FUCKTRUMP!,HOF,OFFN,TIN,1
2413,2413,hasoc_en_2414,I think the Janeu is on ulta and the Hindu kid seems to be doing namaaz. This picture is as authentic as mythical Ganga Jamuni Tehzeeb,NOT,NONE,NONE,2
2985,2985,hasoc_en_2986,Please go through this.. Don't misunderstand.. Doctors too want solution and healthy discussion but in OPEN FORUM!! Is that too much to ask for???  #DoctorsFightBack  #DoctorsStrike  #DoctorsProtest  #StandWithNRSMCH  #wewantjustice https://t.co/aiVRr874cB,NOT,NONE,NONE,2
3638,3638,hasoc_en_3639,Don't turn up to leader debates because you know you can't be arsed. Get for MPs pledge support for you. Yes makes senses. He is displaying the same level of contempt and entitlement that Theresa may showed before the last election. #Toryleadership #BorisJohnsonShouldNotBePM,NOT,NONE,NONE,2
3007,3007,hasoc_en_3008,"Article from July 2016 - yes, he does like a laugh, but only at others´ expense.  #BorisJohnsonShouldNotBePM https://t.co/VmsK1TqAaQ",NOT,NONE,NONE,2
4231,4231,hasoc_en_4232,After listening to the @ReillyRick interview on @PardonMyTake I love you Rick #FuckTrump,HOF,PRFN,TIN,1
2969,2969,hasoc_en_2970,Oh look....    #WheresBoris   #BorisJohnsonShouldNotBePM https://t.co/d032PBnY3i,HOF,HATE,TIN,0
135,135,hasoc_en_136,"Watch our short, dark comedy, Time to Kill. #movie #film #comedy #darkcomedy #raunchy #funny #laugh #laughoutloud #hitman #killer #kill #murder #phone #cellphone #action #thriller #gun #silencer #lube #condom #tense #tension #dog #boxer #cutedogs #murderer  https://t.co/qkPaAuEm41",NOT,NONE,NONE,2
2431,2431,hasoc_en_2432,When rahul is president then what others can say only abuses #GandiNaaliAbuse,NOT,NONE,NONE,2
2007,2007,hasoc_en_2008,Karnataka doctor commits suicide at PGIMS Rohtak after denied leave for sister's wedding https://t.co/Z056DsTroa  #SaveTheDoctors   #DoctorsFightBack   #DoctorsProtest   #DoctorsStrike,NOT,NONE,NONE,2
4362,4362,hasoc_en_4363,@Jon77349053 @AyeJaiFPS @JCMGoochy @Mogulsgg She probaBLY did! #douchebag #learnhowtospell,HOF,HATE,TIN,0
4038,4038,hasoc_en_4039,@TheRealOJ32 Getting even with who???  Encore going to be getting even by killing your kids too??  #douchebag,HOF,OFFN,TIN,1
4439,4439,hasoc_en_4440,"@MarchingCamell You are as #douchebag and wicked seed of Tigray as that of illegitmate citezen #Isias, who has extreme hate towards Eritreans. We now know the dazed and confused slaves are in the same beds with all Previous Ethiopian emperiord who wanted to crush Eritreans for good. #Scumbag.",HOF,PRFN,TIN,1
5162,5162,hasoc_en_5163,@3RiversTrifecta Bernie is such a #DICKHEAD🤣,NOT,NONE,NONE,2
1951,1951,hasoc_en_1952,"@realDonaldTrump Wrong, we are fighting for the life of our Nation as it is being torn asunder by a secret invasion led by Russian influences and literal NAZIs.    #FuckTrump #ImpeachTrumpNow #TrumpTreason #TrumpCrimeFamily #TrumpTraitor",NOT,NONE,NONE,2
4047,4047,hasoc_en_4048,"@senatemajldr Oh shut up you #corrupt, #Douchebag! #Complicit in blocking All Bills sent to you.... #Criminal #MitchMcConnell",HOF,PRFN,TIN,1
4884,4884,hasoc_en_4885,We all are proud of @msdhoni for using Balidaan badge over his glove.   How can #ICC take objection against this! When you allow big commercial brands logo but not National pride ?  Its utter nonsense.   #DhoniKeepsTheGlove #BCCI,HOF,HATE,TIN,0
4618,4618,hasoc_en_4619,THE #CHURCH #RAPIST has RAPED THE CHILDREN of the WORLD &amp; MURDERED them have EXTORTED THE WEALTH OF THE WORLD WHY DO YOU ALLOW IT?,HOF,HATE,UNT,0
1305,1305,hasoc_en_1306,"@DanScavino @realDonaldTrump @AF_Academy He only did that because it feeds his ego. Try and criticize him and it doesn’t matter who you are, you will be attacked until and beyond your death! #JohnMcCainDayJune14th #TrumpLiesEverytimeHeSpeaks #TrumpIsABully #TrumpIsADictatorWannabe #TrumpColluded #TrumpIsATraitor",NOT,NONE,NONE,2
4120,4120,hasoc_en_4121,Caption Needed.   #ImranKhanPrimeMinister #imrangoldsmith #imranhataomulkbachao https://t.co/J1OqUERp0C,HOF,HATE,TIN,0
3650,3650,hasoc_en_3651,Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,NOT,NONE,NONE,2
5310,5310,hasoc_en_5311,"@realDonaldTrump @USMC @SecPompeo @USNavy @USArmy @usairforce @VFWHQ @AmericanLegion     Republicans wouldn't make a FAKE VIDEO , right?     Just ask Nancy Pelosi..     #SMFH   #ConmanTrump   #LockTrumpUp     #FathersDay   #NASCAR   #MLB   #Iran  #FuckTrump   #ImpeachBarrNOW  #ImpeachTrumpNOW https://t.co/I6YX2IVwkI",NOT,NONE,NONE,2
5446,5446,hasoc_en_5447,#DoctorsFightBack   Why should the nation suffer from mentally deranged psychotic leaders?? Have we as a nation failed to generate visionary leaders? https://t.co/wCQL4JG2Nc,HOF,HATE,UNT,0
3302,3302,hasoc_en_3303,@joncoopertweets Trump doesn’t pay his bills - he never has and never will - u must sue him in court #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,HOF,HATE,TIN,0
5079,5079,hasoc_en_5080,If the @Conservatives elect #borisjohnson I will never vote for them again! #BorisJohnsonShouldNotBePM #noshowboris,HOF,HATE,TIN,0
295,295,hasoc_en_296,@MCW_Disruptor This is sickening! #FuckTrump,NOT,NONE,NONE,2
4051,4051,hasoc_en_4052,"@realDonaldTrump You're as delusional as ever. The economy sucks.  No healthcare.  Funding cut to Medicare, schools and Special needs children and adults.  Your so called 'wall' is a joke.  You are responsible for the kidnapping &amp; murder of innocent refugee children.  #Murderer  #WeakLoser",HOF,HATE,TIN,0
1824,1824,hasoc_en_1825,"Surely nobody will accidentally do this when Boris Johnson finally appears in front of the media, will they? #BrexitShambles #ToryLeadershipDebate #ToryLeadership #ToryLeadershipContest #ConservativeParty #Boris #BorisJohnsonShouldNotBePM #Boris4PM #CatFilter @JohnJCrace https://t.co/Sw8qmLZ6YC",NOT,NONE,NONE,2
2242,2242,hasoc_en_2243,Congressman says he supports prison for people who get abortions #Resist #ResistTrump #FuckTrump https://t.co/v97wgsRmLn,NOT,NONE,NONE,2
4963,4963,hasoc_en_4964,"@TheRealOJ32 Oj as a father, when you left Nicole laying dead in her walkway...what did you think your kids would say if they found her? #AskingForAFriend  #OJdidit  #murderer #fuckyou",HOF,HATE,TIN,0
4336,4336,hasoc_en_4337,"How can such a practiced liar as #BorisJohnson be scared of making a mistake in the TV debate and how on earth is he going to cope with the EU, will he just refuse to engage? #BorisJohnsonShouldNotBePM  #deathofthetories #borisisajoke #runningscared",HOF,HATE,TIN,0
3826,3826,hasoc_en_3827,"ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.",NOT,NONE,NONE,2
806,806,hasoc_en_807,"Oye!!!, Islamic Cricket Council aka @ICC ban this thing too (watch video).    Also stop eating lays chips all the time, do some constructive work.    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #dhonigloves #ICCWorldCup #ICCVersusIndia https://t.co/bxupyMATyH",NOT,NONE,NONE,2
1254,1254,hasoc_en_1255,"To all those #Citizens who are not BOTHERED about #doctors,   You will only be BOTHERED when doctors stop BOTHERING !    #DoctorsFightBack   #DoctorsProtest  #SAVETHESAVIOUR",NOT,NONE,NONE,2
