,Unnamed: 0,text_id,text,task_1,task_2,label
1512,1512,hasoc_de_1513,"Na wenn das jetzt mal nicht die Hollywood-Prominenz (und die, die sich dafür halten) auf den Plan ruft...  Apropos, wo steckt eigentlich #FeineSahneFickgesicht?  Da muss dringend ein Konzert gegen rrrrächts her! https://t.co/y8dwGaVMgW",HOF,OFFN,1
805,805,hasoc_de_806,Heiratsstau in Pankow. Doch dank B.Z. können Christiane und Mohammed heiraten.  https://t.co/wcj7qSFA5H,NOT,NONE,2
3742,3742,hasoc_de_3743,"@Ungebeten1 @BundesGockel Der Neger kann froh sein, dass ich nicht der Vater des Kindes bin...",HOF,HATE,0
1615,1615,hasoc_de_1616,"Hallo Karl, nichts läge mir ferner, als Mitleid o. Schadenfreude für eure Trümmertruppe zu zeigen.  Falls du glaubst, dass jemand noch die Sozen braucht, dann hältst du wahrscheinlich auch Fußpilz für etwas Essbares aus dem Wald.  Grüß mir Andrea und ein herzliches #bätschi! https://t.co/I1l6Vfi2gc",HOF,OFFN,1
1632,1632,hasoc_de_1633,"Unter dem Hashtag #TurksAreComingForIceland kann man sehen, warum viele Menschen Türken nicht leiden können. Eine Volksgruppe, die sich überall auf der Welt wie eine offene Hose aufführt.",HOF,HATE,0
386,386,hasoc_de_387,"JETZT AUCH IN #Heidelberg : Die 'bunte' Art, Hochzeiten mit Schüssen auf der Straße zu feiern. Die #Linken und #Grünen haben sich ja schon lange auf dieses 'drastisch geänderte #Deutschland gefreut. #NurdieAfD https://t.co/J6UXssekeb",NOT,NONE,2
2195,2195,hasoc_de_2196,"Wir werden nie erfahren, dass Notre Dame von muslimischen Terroristen angezündet wurde. https://t.co/zItY55uIQp",HOF,OFFN,1
1589,1589,hasoc_de_1590,"@Ungebeten1 Einfache und grundsolide Mathematik:    Die sinnlose Ansammlung von Lebensjahren führt nicht zwangsläufig zu Altersweisheit. Gell, Herr @polenz_r",NOT,NONE,2
1553,1553,hasoc_de_1554,@Heide_Anna Immer die Gesellschaft schön spalten und partikularisieren - damit die Menschen durch die Globalisten richtig fertig gemacht werden können. #ReaktionäreStrohdummeLinke,HOF,OFFN,1
3572,3572,hasoc_de_3573,@FinjaFinte Kann da nicht Greta...,NOT,NONE,2
3696,3696,hasoc_de_3697,@realJohr @Baron_Snoopy Mehr als Totalschaden hat die,HOF,OFFN,1
1577,1577,hasoc_de_1578,"Wie naiv kann ein erwachsener Mensch eigentlich sein?  Wenn ihr @smuellermdb gelesen habt, dann wisst ihr Bescheid!    'Klarname' oder auch die Einladung an den linken Abschaum, dir Haus und Auto abzufackeln. https://t.co/phdqsOwgYm",HOF,HATE,0
38,38,hasoc_de_39,"💩👉'Cohn-Bendit ist kein altersverwirrter Spinner, sondern ein knallharter machtgeiler Kaderschmied der modernen Herrschsucht'. 👈💩  https://t.co/PzlYD9T2RP",HOF,OFFN,1
3267,3267,hasoc_de_3268,"Clankrieg in der bunten Stadt Malmö in #Schweden  letzte Nacht 2 Detonationen innerhalb 1 Stunde  im bunten Viertel Rosengård wurde Haustür, Fenster durch Druckwelle zerstört  Innenstadt eine Explosion vor Nachtclub  auch mehrere Schießereien in letzten Tagen  https://t.co/oaAFgHduMB",NOT,NONE,2
2680,2680,hasoc_de_2681,Dafür werden die Moslems vom Steuerzahler alimentiert.    Junge Männer verletzen Polizeibeamtin in Stendal | Stendal https://t.co/OsgG3zwAJb,NOT,NONE,2
1757,1757,hasoc_de_1758,da kann ich gar nicht soviel fressen wie ich kotzen könnte🤮🤮  NUR DAS BESTE KOMMT NACH SCHLAND 😡😡 https://t.co/Z5psOlXpll,HOF,PRFN,1
1570,1570,hasoc_de_1571,"An alle Türken, die meine Mutter ficken wollten: geht nicht, sie ist vor einigen Jahren verstorben.  Anschaffen war sie auch nicht, den Hurensohn könnt ihr euch also auch sparen.  Bastard?  Vergesst es, bin biodeutsch.  Schwul?  Ist höchstens eure Sprache!  #TurksAreComingForIceland",HOF,PRFN,1
2236,2236,hasoc_de_2237,"Huch! Melanie Amann hat zwei Fehler in einer Artikelbeschreibung (!) zu meinem Buch #Widerworte entdeckt. Also nicht im Buch selbst, sondern bei einem Onlinehändler, der es verkauft. Aber da sie so darauf steht: Merkel muss weck! #endlichmalmitprofis #rechtsschreibung https://t.co/kUNYO2TzYz",NOT,NONE,2
2597,2597,hasoc_de_2598,Wir schalten kurz ins Innenministerium  #Kickl https://t.co/3KlSkAveM8,NOT,NONE,2
591,591,hasoc_de_592,E-Busse: Realität trifft Ideologie! Extrem teuer und leistungsschwach! Grün eben! https://t.co/dprpMZyZC9,NOT,NONE,2
3288,3288,hasoc_de_3289,"Ja gut, wenn die Arbeitsplätze in #Bremen wegfallen, triffts ja nur die R2G Wähler!   ...da hält sich mein Mitleid in Grenzen! https://t.co/S9FFwao91A",NOT,NONE,2
2313,2313,hasoc_de_2314,ef:'Öko-Totalitarismus: Auf dem Weg zum grünen Ermächtigungsgesetz?: Öko-Totalitarismus: Auf dem Weg zum grünen Ermächtigungsgesetz? https://t.co/VitVfAiUtk ',HOF,HATE,0
3431,3431,hasoc_de_3432,(Markus Kassel) Die Deutschen zahlen für die meist tendenziöse und oft antisemitische Berichterstattung ihrer öffentlich-rechtlichen Sender viel Geld. Rund acht Milliarden Euro sind es jährlich. Warum ist das alles so teuer? https://t.co/0sSftyizc0,NOT,NONE,2
1912,1912,hasoc_de_1913,"Hallo Frau Merkel.     Bitte keine „Facharbeiter“ mehr, die angeblich meine Rente sichern.     Das wird auch in der dritten Generation nichts.     Ich verhungere lieber als dass ich erstochen werde.",HOF,OFFN,1
1677,1677,hasoc_de_1678,ab in die schöne grüne Zukunft🤣🤣🤮🤮 https://t.co/PWsuE4g48x,HOF,PRFN,1
2728,2728,hasoc_de_2729,Alle feiern und die Linken legen Brände. Die linke Szene bekommt mit ihren Taten keine Anerkennung der Bevölkerung!  https://t.co/d5eDZpFKX2,HOF,HATE,0
2533,2533,hasoc_de_2534,@streetcoverage @PolizeiSachsen @DJVde Nicht nur zu #dd1502 wird klar daß @streetcoverage mit Presse und Journalismus nicht viel zu tun hat. Das sind einfach Symphatisanten des Linksmobs die mit Kamera in der Hand versuchen Förderknete vom großen Kuchen des Kampfes gegen rääächtz abzubekommen.,HOF,HATE,0
2708,2708,hasoc_de_2709,"'Migration ist unvermeidlich, notwendig und wünschenswert', sagt die @UN. Der  #GlobalCompactMigration soll diese Idiotie in Stein meißeln. Jede Regierung, die den #Pakt unterzeichnet, erklärt damit: „Ja, wir sind Lakaien der Globalisten – und wir hassen euch!” #AfD https://t.co/LKrjUDc34b",HOF,HATE,0
2063,2063,hasoc_de_2064,Das Kabinett beschließt 'strengere' Abschieberegeln. Ausreisepflichtige dürfen u.a. nun auch in Gefängnissen untergebracht werden. Bessermenschen finden das falsch. Und ich muss ihnen diesmal Recht geben. Denn eigentlich müsste Merkel dazugesperrt werden. https://t.co/Q30fPP05Mx,HOF,OFFN,1
2630,2630,hasoc_de_2631,"Wie immer steht @SPIEGELONLINE  treu zu seinen Freunden beim Rassistenverein BDS, es ist fast schon rührend.    https://t.co/lTf5Cg8ZZN",HOF,HATE,0
3148,3148,hasoc_de_3149,"@Hartes_Geld War wieder ein Kulturbereicherer auf Beteicherungstour. Hätten die „Nazis“ was drauf, wäre das Problem schon längst ohne die lächerliche deutsche Kuscheljustiz gelöst!!",HOF,HATE,0
651,651,hasoc_de_652,Die #CDU ist Regierungspartei und hat uns diesen Schlamassel durch ihre Politik der Willkommenskultur eingebrockt. Danach hat die CDU-Kanzlerin #Merkel mit dem #Migrationspakt noch einen draufgepackt. Der #EU-Karrierist #Weber hat dies unterstützt. Er und seine #CSU sind Heuchler https://t.co/BFkqeZ5pgp,NOT,NONE,2
2853,2853,hasoc_de_2854,"Heißt übersetzt: Der, der mit der deutschen Flagge wedelt, zündet auch Asylheime an? Wie bekloppt ist der Mann? https://t.co/czRPZA6x6k",HOF,OFFN,1
3081,3081,hasoc_de_3082,"@Hartes_Geld Du behinderter Hurensohn. Wäre das ein „nobler Patriot“ gewesen, hättest du deine minderwertige Stimme wegen des ach so repressiven Staatrs erhoben. Dreckiger Untermensch.",HOF,PRFN,1
2846,2846,hasoc_de_2847,Und auf wessen Seite stehen wir nächste Woche?  Diese Scheiße kotzt mich sowas von an!  #IS #Terrorismus https://t.co/2kwPkTS0ZJ,HOF,PRFN,1
2396,2396,hasoc_de_2397,"Fasching 2070: Ein Buntling, wohnhaft in ehemals 'Deutschland', verkleidet sich als indigener Deutscher!    Werden Bessermenschen das wegen Rassismus gegenüber einer fast ausgestorbenen Minderheit verurteilen oder es verbieten, weil es immer noch 'Nazi' ist?  #Indianer",HOF,HATE,0
2809,2809,hasoc_de_2810,@npistcool @BerLindow Hier bildlich.    12 Jahre Merkel https://t.co/c7D5Bmdw3U,NOT,NONE,2
1979,1979,hasoc_de_1980,"Man darf nur eine Meinung in #Deutschland haben. Andere Meinungen werden mit Körperlichen Gewalt unterdrückt! Zum Thema Meinungsfreiheit in #Deutschland!     ++ #AfD ++ 'Es stehen Leute da, die unser Totschlagen besingen!'  #SPD #CDU #Europa #Sicherheit #MerkelLand #Asly #Merkel https://t.co/5w4inyuHOy",HOF,HATE,0
239,239,hasoc_de_240,"Die 40 Toten sind tragisch, allerdings werden zig Moslems täglich von Moslems getötet (Syrien, Afghanistan, Terroranschläge in Afrika etc.pp.) -  da schweigt @SawsanChebli - die komischerweise in D und in keinem moslemischen Land leben will.  #Christchurch #Neuseeland https://t.co/L1JfyDO2KN",NOT,NONE,2
3599,3599,hasoc_de_3600,@FinjaFinte @Volkslobbyist ja vor allem der BER Flughafen in Berlin der noch Jahre braucht 😂hat Auswirkungen auf den Frankfurter Döner. in Berlin ist Kaplan der lässt ihn rein😂man sollte auch mal ehrlich zu sich selbst sein warum u. weshalb !! u. nicht versuchen die Leute für Dumm zu verkaufen,HOF,PRFN,1
3648,3648,hasoc_de_3649,@realJohr Ekelhafte Nazis!,HOF,HATE,0
2423,2423,hasoc_de_2424,"Das Zerreißen des Korans in Bremen war dem @ZDF einen 6-Minuten-Beitrag im Heute-Journal wert. Die 9-Jährige, die in #Dessau von einem 'Flüchtling' aus dem Niger vergewaltigt wurde, kam nirgendwo vor.",HOF,HATE,0
3643,3643,hasoc_de_3644,"@realJohr Die AfD hat doch nur ein einziges Thema: Biodeutschsein und daraus Eliteableitung konstruieren. Ende. Wie soll sie sich denn bei Themen verhalten, bei denen Nachdenken gefragt ist? Eben! Gar nicht!",HOF,OFFN,1
874,874,hasoc_de_875,"Der Mann, der wegen Auschwitz in die Politik gegangen ist, trifft den Mann, der die Endlösung der Judenfrage vollenden will.  #Maas und #Rohani besprechen wohl die „Deutsche Staatsräson“... https://t.co/UF8qAItKJG",HOF,OFFN,1
3192,3192,hasoc_de_3193,Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. 😢    #findbecci endlich #rebecca #baqqu #instagram #bekanntschaft #freund #schwager #schwagerwars @polizeiberlin https://t.co/ozsyuYdxIx,HOF,PRFN,1
3021,3021,hasoc_de_3022,"@Hartes_Geld Wieso erinnert mich das an Biedermann und die Brandstifter? 😈  Sobald der radikal religiöse Spinner dann Menschen getötet hat, war das natürlich nicht absehbar und niemand übernimmt Verantwortung dafür... Konnte niemand ahnen...",HOF,OFFN,1
3704,3704,hasoc_de_3705,@Ungebeten1 Hmh... eigentlich is es mir wurschd was die machen! Im Endeffekt ist dieses ganze Schwulen/Queer/Trans/Tschäääänder Gedöns unendlich laaangweilig! Es nervt total! Ich als Hetero schrei auch  nicht die ganze Zeit rum dass ich auf Pussys und Titten steh!,HOF,HATE,0
2197,2197,hasoc_de_2198,Neben geistigem auch physischer Kotau; soll das Wiedergutmachung sein für Missbrauch der kriminellen Sekte? Bestimmt ein Marketinggag bzw.Beitrag für ein Masochistenmagazin. Zuzutrauen ist ihnen inzwischen ALLES! https://t.co/3WwCkEbwrw,NOT,NONE,2
1524,1524,hasoc_de_1525,"@MDR_SN Die Görlitzer brauchen sicherlich keine guten Ratschläge vom westdeutschen Juste-Milieu aus gentrifizierten Hochburgen, abgehalfterten Schauspielern aus Hollywood oder linksliberalen Künstlern. Sie wissen selbst, was für ihre Stadt gut ist! #Görlitz",NOT,NONE,2
320,320,hasoc_de_321,"Wenn Worte/Namen fallen: Berlin, Geisel, BER, Müller, Hertha, Gegenbauer, Stadion und Neubau, dann denke ich an Länderfinanzausgleich.... mit Grausen    Präsidiumssitzung: Dardai hat nur bis Mai Jobsicherheit https://t.co/Ep5PHS1eha",NOT,NONE,2
3236,3236,hasoc_de_3237,"Innerhalb 24 Stunden ist nun die 3. 💣in Malmö explodiert  Familien sind vom Knall wach geworden, der den Eingangsbereich ihres Wohnhauses in Rosengård komplett zerstörte  die organisierte Bandenkriminalität hat freie Bahn und läßt es ordentlich krachen  https://t.co/UIljVjoU3M",NOT,NONE,2
2901,2901,hasoc_de_2902,@Uwe_Junge_MdL Dieser Oppermann ist nur ein jämmerlicher Opportunist. Demnächst ganz weg vom Fenster!,HOF,OFFN,1
3739,3739,hasoc_de_3740,@Ungebeten1 Deren wohl gewählte Ausdrucksweise  liegt wohl an den Ziegen Genen 🐐🚶🏾‍♂️,HOF,HATE,0
433,433,hasoc_de_434,Unfassbar. https://t.co/itar8sildi,NOT,NONE,2
2290,2290,hasoc_de_2291,"Die #AfD hat der Präsidentin der Israelitischen Kultusgemeinde München und Oberbayern, Charlotte Knobloch, vorgeworfen, das Gedenken an die Opfer der Nationalsozialisten politisch zu mißbrauchen.  https://t.co/wAnu3op6qK",NOT,NONE,2
2144,2144,hasoc_de_2145,HORROR! – Das rechteste Land der Welt! https://t.co/hI9AaFzj1i,NOT,NONE,2
2017,2017,hasoc_de_2018,"Menschen, die #Schweinefleisch verzehren sind deutlich weniger #sprenggläubig! #SchweinefleischBeruhigt https://t.co/BzpYudTN6Z",HOF,HATE,0
2862,2862,hasoc_de_2863,"Grüne mit ihrer Klimahysterie sind wie Frösche im Nachbarteich. Sie sind laut, sie nerven jeden, mit ihnen kann man nicht diskutieren, sie haben keine Lösungsansätze und sie sind grün.",HOF,OFFN,1
549,549,hasoc_de_550,Ein kluger Kopf. Stimme ihm zu: ohne stringente Migrationsbegrenzung kann die EU zerfallen. https://t.co/AFs47DmGNr,NOT,NONE,2
428,428,hasoc_de_429,"Interessant, wie die linke Trollbrigade bei meinem letzten Tweet aufheulte und ihre dumpfen Kommentare erbrach.    Die sind wirklich zu #linksblöd, den Unterschied von Rechtspopulisten und Nationalsozialisten wahrzunehmen und ohrfeigen damit alle NS- und Holocaustopfer!  🤦🏼‍♂️",HOF,HATE,0
1065,1065,hasoc_de_1066,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ich bekämpfe die 'Religion des Friedens'. Ich fordere und will keine Gaskammern für irgendjemanden. Wer lesen kann, weiß das auch. Wer dennoch etwas anderes behauptet, ist entweder amtlich hirnschwach oder gehört vor ein Gericht.",HOF,OFFN,1
1066,1066,hasoc_de_1067,@JoanaCotar @Die_Gruenen @GoeringEckardt Karin Göring Blödhart,HOF,OFFN,1
1233,1233,hasoc_de_1234,Hardcore-Sozi @Ralf_Stegner Ist immer noch ein Zugpferd: In Dannenberg lockte er immerhin 8 Menschen hervor! https://t.co/JESwOtP3jz,HOF,OFFN,1
1023,1023,hasoc_de_1024,Eva Herman: Ihr seid Idioten! https://t.co/KMvJxRPAvj,HOF,PRFN,1
1943,1943,hasoc_de_1944,Ein sehr guter ..lesenswerter..Artikel..zu unserem heutigen Politzirkus..und den vermeintlichen Profiteuren..des Ibiza Videos...eine Bankrotterklärung allemal...    https://t.co/2Zske6CAKW,NOT,NONE,2
1609,1609,hasoc_de_1610,"Wenn im Stammbaum, welcher kreisförmig ist, auch noch ne Ziege vorkommt.    👇🏻 https://t.co/DZapsesEg5",NOT,NONE,2
1697,1697,hasoc_de_1698,"Schon wieder Stichtag.😡😡    Chemnitz: Syrer verletzt Deutschen mit Messer, Polizei schweigt! https://t.co/xlKG6LMQcU",NOT,NONE,2
1799,1799,hasoc_de_1800,"Absturz vorprogrammiert: Grüne Mallorca-Jetterin Charlotte Roche will sich nackt ans Flugzeug bindenCharlotte Roche,Ex-Viva-Moderatorin, Autorin und Grünen-Mitglied durfte in der letzten Lanz-Plapperrunde so richtig vom grünen Verbotsleder ziehen  gehe erst mal entspannt Kotzen🤮 https://t.co/vXTIzUVSHE",HOF,PRFN,1
1688,1688,hasoc_de_1689,scheinheiliges Arschloch...  na im Bus fährt bestimmt sein doppelgänger😡😡  Verlogen bis zum geht nicht mehr https://t.co/wifzCrYakK,HOF,OFFN,1
2053,2053,hasoc_de_2054,#Deutschland #FakeNewsMedia #Lügenpresse https://t.co/9CGARnzNtj,NOT,NONE,2
2138,2138,hasoc_de_2139,"Natsiepiefke…nach einer Meldung wird vermutet, dass es eine SEK-Untersuchung bei einem Admin gegeben hat… https://t.co/6YTso301Rp",NOT,NONE,2
3567,3567,hasoc_de_3568,@FinjaFinte Nach Deutschland 🤔,NOT,NONE,2
1346,1346,hasoc_de_1347,"......ob #Strache oder #Afd oder auch  Nigel Farage! Sie prassen und zwar mit illegalen Spenden...!    Champagner, Mettbrötchen, Chauffeur! Das Geld wird von diesem   rechtsextremen Pack hinausgeschleudert...!     https://t.co/qNjqPsR6pY",NOT,NONE,2
3522,3522,hasoc_de_3523,Die #Grünen.  Wollen gewählt werden. Versprechen: ... heiße 💨  Robert #Habeck faselt von #ZusammenhaltWählen  Sonst:  📢 'Es gibt kein Volk.'  'Mit #Deutschland weiß ich nichts anzufangen.' 🤔  Verbote + Bevormundung + Verbote  WER wählt sowas??👎#Europawahl2019 https://t.co/MYXIjuQlPW,NOT,NONE,2
3147,3147,hasoc_de_3148,@Hartes_Geld Die bei den Preussen sehr effektive Bestrafung des Spießrutenlaufens wäre das adequate Mittel Merkels 'Importtätern' westliche Lebensart zu vermitteln.,HOF,OFFN,1
2441,2441,hasoc_de_2442,Weg mit der Judensau !?! | AKTUELL https://t.co/fz2wqfXAzc https://t.co/cQiDv2fGRK,HOF,HATE,0
3664,3664,hasoc_de_3665,"@realJohr @StBrandner Er spricht doch von seinem Verein. Wenn er Deutschland oder Vaterland meint, dann meint er seinen hohlen möchtegern Verein NSAfD!",HOF,OFFN,1
1326,1326,hasoc_de_1327,Im Kampf gegen Hasskommentare im Internet hat die Polizei heute in 13 Bundesländern unter anderem Wohnungen durchsucht und Verdächtige vernommen. 77 Prozent davon ließen sich dem rechtsextremen Spektrum zuordnen. https://t.co/6EuMr5qt8O,NOT,NONE,2
1969,1969,hasoc_de_1970,Wir müssen zur Realität finden und der Grünenmafia die Stirn bieten.     https://t.co/s2Ptao8ROm https://t.co/GExcVmCGJ4,HOF,HATE,0
2876,2876,hasoc_de_2877,"@peteraltmaier Richtig, Herr Altmaier, wehret den Anfängen!     Keine Diffamierung und Ausgrenzung der Opposition, keine Zensur, keine Gesinnungsdiktaur durch Politische Korrektheit.     Keinen Amtisemitsmus, keine Christenverfolgung, keine Frauenunterdrückung durch eingewanderte Muslime.",NOT,NONE,2
1235,1235,hasoc_de_1236,Forever young: Unbegleiteter 'Minderjähriger' entpuppt sich als 47-Jähriger!  😂  https://t.co/8O6lr6Dcbg,NOT,NONE,2
625,625,hasoc_de_626,Der unaufhaltsame Niedergang der #SPD und der #GroKo setzt sich weiter fort! Mit #Dreyer als Vorsitzende der Bundes-SPD werden die Landtagswahlen in RLP 2021 zum AfD-Gabelfrühstück! #Neuwahlen im Herbst nahezu unausweichlich!  https://t.co/POunCQfDzk,NOT,NONE,2
2905,2905,hasoc_de_2906,"@Uwe_Junge_MdL Herr Junge, sie haben sich also auch an Tod von Walter Lübcke ergötzt mit ihrem rassistischen, antisemitischen, antidemokratischen, homophopen Verein AfD. Ihr werdet NIE was zu melden haben. https://t.co/p9plKCEI0p",HOF,OFFN,1
2300,2300,hasoc_de_2301,"PI: Jetzt flüchten sogar die Venezolaner nach Europa Deutschland 2019: Mehr Zuwanderung – mehr Nebenwirkungen: Von EUGEN PRINZ | Die Human-Golfstrompumpe namens Zuwanderung, die Menschenmassen aus aller Herren Länder nach Süd- und Mitteleuropa schaufelt,… https://t.co/UdbbBdKtgK",HOF,HATE,0
2567,2567,hasoc_de_2568,Nach der Attacke in Berlin hat die Polizei Haftbefehl gegen den identifizierten U-Bahn-Treter erlassen https://t.co/C9J6oladze,NOT,NONE,2
3089,3089,hasoc_de_3090,"@Junge_Freiheit Das, was in der Freiluftklapse Schland praktiziert wird, kann nicht mehr verharmlosend als 'Einwanderung' bezeichnet werden. Umsiedlung paßt angesicht der Begleitumstände und Vorgehensweisen eher.",HOF,OFFN,1
2715,2715,hasoc_de_2716,"Eine Richterin mit Kopftuch erweckt in mir das gleiche Vertrauen zur Rechtsprechung,wie ein Richter mit Wehrmachtshelm. #Unbefangenheit",HOF,HATE,0
82,82,hasoc_de_83,"Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?",HOF,OFFN,1
1825,1825,hasoc_de_1826,"Im linksversifften Chemnitz scheint es inzwischen 'normal' zu sein, wenn 4 syrische Asylschmarotzer die Deutschen Michel halb tot schlagen.  Denn sowas ist unter der SPD-Totfahrer-Bürgermeisterin offensichtlich längst kein Grund mehr, dieses Dreckspack in Haft zu nehmen.  1/2 https://t.co/DRM6pJBFo9",HOF,OFFN,1
2939,2939,hasoc_de_2940,"@Uwe_Junge_MdL Dann kommen sicher noch mehr Messerfachkräfte, die alte wehrlose Menschen abstechen, wenn sie mal schlecht drauf sind. Ist doch schon so passiert. Die verachten und hassen uns Christen, Junge wie Alte und machen daraus selten einen Heel.",HOF,OFFN,1
2756,2756,hasoc_de_2757,"Bonnie lass Dir niemals den Mund verbieten, niemals. Du siehst was daraus geworden ist, schau dich nur um, schau dir nur Deutschland an.    Das A…loch #Wiltewka, alias der #EkelWilfred, Papa #Wilberg von der Capitol und O. #Wilke    #BonnieStrange    https://t.co/mWm6L97RqH",HOF,OFFN,1
2028,2028,hasoc_de_2029,Muslime steinigen Frau. Das ist nicht 'rechts' sonder richtig wenn man solche  'Kulturen' nicht im Land haben will. #Islam #Merkel #Gruenen #ISIS https://t.co/YG1r88tQME,HOF,HATE,0
446,446,hasoc_de_447,"Wenn wir politische Gegner hintergehen, ihre #Privatsphäre verletzen u sogar kriminelles Unrecht begehen, schaden wir letzten Endes unserer politischen #Kultur u damit uns allen    Kein Ruhmesblatt ⁦@DerSPIEGEL⁩ ⁦@SZ⁩    #strachevideo   #Ibizagate    https://t.co/mL2q13Jd8x",NOT,NONE,2
2549,2549,hasoc_de_2550,Einfach ein sehr kluger Kopf. Lesen. https://t.co/O4XLAzQi3T,NOT,NONE,2
993,993,hasoc_de_994,"Wahrscheinlich hat Dich Deine Psychaterin wegen Deiner Geistig und Körperlichen Veranlagung ausgewählt,(auch auch der Pheromone)!  Wenn Du dann Ritallin genommen hättest,wärest Du für Sie dann Uninteressant! https://t.co/xQVUfSb50f",HOF,OFFN,1
387,387,hasoc_de_388,Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale https://t.co/JijD4YHiUk via @DrDavidBerger #NotreDameFire #NotreDame #NotreDameCathedral #Antifa,HOF,HATE,0
1041,1041,hasoc_de_1042,Kategorie C –Antifa Halts Maul– https://t.co/hOn9QzMiuh https://t.co/xEHNIiE01N,HOF,PRFN,1
2013,2013,hasoc_de_2014,Wie schön friedlich! https://t.co/sLlSbkFd91,NOT,NONE,2
1664,1664,hasoc_de_1665,"#Aschiebehaft u. die #GrüneKhmer, mehr muss man eigentlich nicht wissen.  Falls es dem Herrn Lauinger entgangen sein sollte, hier noch mal zum Mitschreiben für Menschen mit Denkdefizit: Bevor ein Mensch in Abschiebehaft genommen wird, kann er immer noch freiwillig ausreisen. https://t.co/4Q7srVIica",HOF,OFFN,1
1956,1956,hasoc_de_1957,Die linke Gefahr – Das Leichengift der gescheiterten Linken https://t.co/KHJwJc2f4c https://t.co/oS0DbeIcRU,NOT,NONE,2
283,283,hasoc_de_284,"@gabbertommy Screenshot ist der Beweis, jetzt wird es teuer. https://t.co/XqCh1kYSjR",NOT,NONE,2
66,66,hasoc_de_67,"@ArasBacho Wer hat dem kriminellen Grapscher das geschrieben? So viel IQ hat der nicht, dass der auch nur einen Satz fehlerfrei schreiben kann.",HOF,OFFN,1
435,435,hasoc_de_436,"Angesichts der fortschreitenden Entwicklungen beim Euro, in der Migration und der Demographie bleibt der AfD nicht mehr viel Zeit, das Ruder für Deutschland herumzureißen.  https://t.co/qTZaXMQNpm",NOT,NONE,2
2958,2958,hasoc_de_2959,"@Hartes_Geld @frankundfreya Die wollen doch auch nur n bisschen spielen, unsere Gäste..😡Aber deren Problem is, sie wissen nicht wann es Zeit aufzuhören ist, auf ihr Opfer brutalst einzuschlagen. Das haben Menschen in den Westlichen Kulturen schon in die Wiege gelegt bekommen, die aber nicht !",HOF,OFFN,1
1125,1125,hasoc_de_1126,"Die relevanteste Aussage von #Strache im 6-stündigen Gespräch, die er (trotz Suff) mehrfach wiederholte, wird von Medien-Aktivisten unterschlagen:  Alles muss 'legal und rechtskonform' ablaufen!  #Neuwahlen #Österreich https://t.co/BpDG5OkUPG",NOT,NONE,2
1715,1715,hasoc_de_1716,Flüchtlingskosten Verteilung.    Schaut was mit deutschen Steuergelder gemacht wird👌👌  na dann wird es wohl nix mit dem Wochenende-ab in die Arbeitsklamotten und auf geht es Steuren ranschaffen👍👍 https://t.co/YE3vBsS6RC,NOT,NONE,2
1465,1465,hasoc_de_1466,"Neuer #Bundeswehr Werbeslogan: 'Gas, Wasser, Schießen'  sorgt für den obligatorische #Aufschrei der Empörten.    Nein nicht wegen dem 'Schießen', sondern wegen dem Wort 'Gas'.  Haben wir echt keine anderen Probleme?  https://t.co/Zol0eKD0kE https://t.co/0SSyvJCQJ9",NOT,NONE,2
2817,2817,hasoc_de_2818,"@georggukla @usererrorx @so_wie_sonja @BerLindow Recherche. Ich schaue mir die Personen an, auch ihr Umfeld an, mit denen ich es zu tun habe und suche u.a. nach dem gemeinsamen Nenner. 😢",NOT,NONE,2
3251,3251,hasoc_de_3252,@FinjaFinte Vermutlich will eine bestimmte Gruppe diese Gegend für sich beanspruchen und die Einheimische dort verdrängen. Besonders in Rosengard wohnen überwiegend Muslime. Anders kann ich mir das nicht vorstellen bei dem Terror der dort herrscht.,HOF,OFFN,1
2234,2234,hasoc_de_2235,"@TamaraWernli Warum können Frauen so schlecht einparken?  Ganz einfach, weil ihnen immer falsch erklärt wird, was 20cm sind.",HOF,PRFN,1
3613,3613,hasoc_de_3614,@FinjaFinte @leine_s Nein Schuld daran ist das Bewusstsein der Deutschen dass sie weder Schächtfleisch wollen noch den Djihad unterstützen möchten. Das ist der Grund!,NOT,NONE,2
2731,2731,hasoc_de_2732,"Den Satz muss ich mir merken, wenn sich wieder einer in die Luft sprengt!  Er wollte nur seine Relugion ausüben.. 😂 https://t.co/rVhnXx04S3",HOF,HATE,0
1154,1154,hasoc_de_1155,"@1Athom Keine Grundlage? Der Tweet ist aus einer Schweizer Zeitung zitiert, die unter meinem Tweet verlinkt ist. Fragt sich hier wer dumm ist ...",NOT,NONE,2
1072,1072,hasoc_de_1073,"Eine der perfidesten Wortschöpfungen der öffentlich-rechtlichen Medien-Junta ist die Selbstbezeichnung 'Free-TV':  - Sie zwingen dich per Staatsgewalt, monatlich zu zahlen.  - Du kannst diesen 'Vertrag' nicht kündigen.  #FreeTV  #BoykottMSM",NOT,NONE,2
